loan_id,application_id,client_id,application_date,disbursement_date,target_default_90dpd_12m,target_ever30_6m,max_observed_mob,max_dpd_12m,first_90dpd_mob,age_at_application,client_tenure_days,gender,marital_status,education_level,region_code,city_type,residence_type,dependents_count,citizenship_flag,segment,is_existing_customer,phone_normalized_flag,email_valid_flag,contact_employer_industry,product_type,channel,branch_code,digital_channel,requested_amount,requested_term_months,purpose_code,promo_flag,refinance_flag,repeat_application_flag,application_region,device_type,utm_source,campaign_id,bureau_score,active_loans_count,closed_loans_count,delinquency_30_12m,delinquency_60_12m,delinquency_90_24m,max_dpd_24m,inquiries_30d,inquiries_90d,outstanding_debt,total_limit,utilization_rate,oldest_trade_months,bureau_file_thin_flag,external_collections_flag,employment_type,income_employer_industry,job_tenure_months,total_work_experience_months,declared_income,verified_income,other_income,income_stability_score,salary_project_flag,pension_contrib_months_12m,debt_to_income_est,expense_to_income_est,device_risk_score,doc_mismatch_flag,synthetic_identity_flag,fraud_suspect_flag,verification_status,aml_pep_flag,blacklist_hit_flag,principal_amount,term_months,interest_rate,monthly_payment_amount,origination_fee,insurance_fee,base_rate,inflation_index,unemployment_proxy,fx_stress_index,consumer_confidence_proxy,stress_regime_flag,engine_scorecard_score,engine_pd_estimate,engine_risk_grade,engine_policy_version,engine_offered_amount,engine_offered_term_months,engine_offered_rate,engine_rule_hits_count,income_verification_gap,income_verification_ratio,requested_amount_to_income,principal_amount_to_income,bureau_debt_to_income,calculated_bureau_utilization,ead_proxy_12m,collections_actions_count,total_recovered_amount,ever_contact_success_flag,lgd_proxy
49633,124854,44806,2022-01-24,2022-01-29,0,0,16,0,,35,311,male,married,vocational,aktobe,rural,rented,1,1,near_prime,0,1,1,healthcare,installment_loan,mobile_app,,android_app,187268.58,12,working_capital,0,0,0,aktobe,android,seo,CMP_68252,646.0,0,2,1,0,0,52,1,3.0,411244.23,1041514.56,0.3949,14.0,0,0,formal_salaried,it_services,14,44,107570.35,108614.31,0.0,68,1,12.0,0.354,0.3524,54.96,0,0,0,not_required,0,0,185314.13,9,0.1955,22303.85,1935.11,3733.39,14.25,100.5,4.73,41.61,103.76,0,698,0.03314,B,policy_v1_growth,188293.66,9,0.1955,1,-1043.96,1.0097049047437328,1.7241612085921274,1.706166802514328,3.786280371343334,0.39485211805392334,164832.33,0,0.0,0,1.0
79555,79195,72249,2022-01-24,2022-01-24,0,0,19,0,,30,-811,male,single,master,karaganda,metro,rented,1,1,salaried,0,1,0,finance,cash_loan,branch,BR_034,,574678.8,12,home_repair,0,0,0,karaganda,,,,644.0,0,2,0,0,0,7,3,4.0,238133.08,714367.69,0.3333,26.0,0,0,formal_salaried,healthcare,5,59,156841.47,155217.54,46274.22,64,1,10.0,0.334,0.3892,38.97,0,0,0,passed,0,0,585349.75,12,0.2786,56449.67,19265.46,0.0,14.25,100.5,4.73,41.61,103.76,0,781,0.0143,A,policy_v1_growth,603412.74,12,0.2786,1,1623.93,0.9896460419556129,3.7024088901292984,3.77115724163648,1.5341892417570848,0.3333480549771225,538564.08,1,0.0,0,1.0
56462,90217,51097,2022-01-24,2022-01-29,0,0,11,0,,47,-567,female,married,secondary,east_kz,urban,owned,4,1,self_employed,1,1,1,manufacturing,installment_loan,mobile_app,,android_app,1415899.44,12,electronics,0,0,0,east_kz,tablet,social,CMP_60135,639.0,2,2,0,0,0,9,0,1.0,308237.03,537665.99,0.2412,33.0,0,0,unemployed,,17,49,632015.26,593298.11,0.0,53,1,8.0,0.2277,0.6217,37.2,0,0,0,passed,0,0,1466520.69,12,0.1953,135520.76,25321.56,13194.42,14.25,100.5,4.73,41.61,103.76,0,752,0.0163,A,policy_v1_growth,1486694.41,12,0.1953,0,38717.15,0.9387401658624509,2.386489045110897,2.471810823735811,0.5195314544319044,0.5732872001072636,1338566.27,0,0.0,0,1.0
60660,136358,54963,2022-01-24,2022-01-26,0,0,13,0,,48,-481,female,single,vocational,pavlodar,metro,family_owned,0,1,new_to_credit,1,1,1,healthcare,credit_line,branch,BR_023,,620630.83,12,home_repair,0,0,0,pavlodar,,,,640.0,0,0,2,0,0,34,2,2.0,0.0,0.0,0.8609,0.0,1,0,pensioner,,41,82,161490.97,154111.08,0.0,79,1,11.0,0.3356,0.3116,48.39,0,0,0,manual_review,0,0,645329.1,6,0.3192,117787.18,5448.31,0.0,14.25,100.5,4.73,41.61,103.76,0,742,0.02383,B,policy_v1_growth,651662.37,6,0.3192,2,7379.89,0.9543015315345496,4.027165535404722,4.187428314693531,0.0,,558219.6,0,0.0,0,1.0
62224,26973,56443,2022-01-24,2022-01-26,0,0,14,0,,45,-853,male,married,secondary,almaty,urban,family_owned,2,1,salaried,0,1,1,,cash_loan,mobile_app,,ios_app,952185.54,18,debt_consolidation,0,0,0,almaty,desktop,direct,CMP_36151,703.0,2,4,0,0,0,2,1,1.0,831806.4,811817.09,0.8521,48.0,0,0,micro_business_owner,education,19,57,178343.64,159238.79,33845.64,46,1,7.0,0.552,0.398,40.27,0,0,0,not_required,0,0,995425.44,18,0.2648,67609.53,14550.96,10711.61,14.25,100.5,4.73,41.61,103.76,0,764,0.02172,A,policy_v1_growth,999794.82,18,0.2648,1,19104.85,0.8928761911554569,5.979607983707989,6.251149233173651,5.2236418023523035,1.024622923373047,938161.88,0,0.0,0,1.0
71971,42316,65317,2022-01-24,2022-01-27,0,0,17,13,,24,381,female,married,master,karaganda,metro,owned,3,1,new_to_credit,0,1,1,hospitality,installment_loan,mobile_app,,android_app,436232.69,18,consumer_purchase,0,0,0,karaganda,android,direct,,609.0,0,1,0,2,0,84,0,4.0,343.33,55137.52,0.0062,0.0,1,0,contractor,oil_and_gas,27,66,132785.25,102730.36,0.0,61,1,9.0,0.2361,0.4576,47.39,0,0,0,passed,0,0,410527.78,18,0.1825,26243.0,7835.64,167.96,14.25,100.5,4.73,41.61,103.76,0,677,0.03197,C,policy_v1_growth,420588.1,18,0.1825,2,30054.89,0.7736579175774417,4.246385294473805,3.9961680266670925,0.003342050003523788,0.006226794386109495,390206.02,1,0.0,1,1.0
77542,136676,70421,2022-01-24,2022-01-29,0,0,12,0,,48,9,female,married,vocational,turkistan,metro,rented,3,1,good_repeat,1,1,1,telecom,cash_loan,partner_pos,BR_046,,675226.66,18,working_capital,0,0,0,turkistan,desktop,,,744.0,0,3,0,0,0,14,0,0.0,278682.66,992330.6,0.2808,20.0,0,0,self_employed,public_sector,17,24,169578.6,120889.68,16190.48,48,1,7.0,0.4058,0.5085,20.14,0,0,0,not_required,0,0,708465.53,18,0.285,48828.45,24597.43,6710.99,14.25,100.5,4.73,41.61,103.76,0,848,0.012,A,policy_v1_growth,708987.99,18,0.285,0,48688.92,0.7128828755515142,5.585478098709501,5.860430187258333,2.305264270697052,0.2808365075107026,677777.96,0,0.0,0,1.0
16981,75845,15505,2022-01-24,2022-01-28,0,0,13,0,,17,-617,female,single,other,kostanay,urban,rented,2,1,salaried,0,1,1,finance,installment_loan,partner_pos,BR_064,,226883.18,6,consumer_purchase,0,0,0,kostanay,ios,,,731.0,1,5,0,0,0,10,0,1.0,317756.94,1258727.88,0.226,82.0,0,0,formal_salaried,telecom,47,65,86637.57,90109.02,0.0,71,1,11.0,0.6156,0.3227,44.68,0,0,0,not_required,0,0,234363.5,6,0.2101,41488.8,4948.96,0.0,14.25,100.5,4.73,41.61,103.76,0,750,0.02651,A,policy_v1_growth,238227.34,6,0.2101,1,-3471.45,1.0400686445845606,2.517874237229525,2.6008883461389325,3.5263610679596784,0.25244291879830294,198044.47,0,0.0,0,1.0
18611,8979,16908,2022-01-24,2022-01-27,0,0,13,8,,32,11,female,single,master,zhambyl,metro,owned,0,1,near_prime,1,1,1,it_services,installment_loan,partner_pos,BR_051,,225765.28,9,consumer_purchase,1,0,0,zhambyl,ios,,,662.0,3,0,0,0,0,1,1,2.0,186245.44,549557.32,0.1711,32.0,0,0,formal_salaried,oil_and_gas,18,116,221116.25,184483.5,0.0,67,0,10.0,0.1921,0.4017,22.0,0,0,0,not_required,0,0,227846.25,6,0.1888,40092.7,5673.24,0.0,14.25,100.5,4.73,41.61,103.76,0,764,0.01405,A,policy_v1_growth,237053.54,6,0.1888,0,36632.75,0.834328096645995,1.2237694970010868,1.2350494759693955,1.0095506644225636,0.3389008447744814,199523.74,2,22340.23,0,0.8880322211281725
27515,47526,25029,2022-01-24,2022-01-25,0,0,19,0,,46,-264,male,divorced,vocational,pavlodar,urban,family_owned,1,1,good_repeat,0,1,1,telecom,cash_loan,mobile_app,,android_app,1454196.63,24,home_repair,1,0,0,pavlodar,desktop,,,748.0,2,2,0,1,0,84,0,0.0,161125.27,798769.21,0.0731,31.0,0,0,self_employed,agriculture,63,77,382607.23,316410.67,0.0,43,1,9.0,0.2198,0.415,53.72,0,0,0,passed,0,0,1455373.39,24,0.2847,80232.23,45941.77,36334.01,14.25,100.5,4.73,41.61,103.76,0,805,0.012,A,policy_v1_growth,1526906.46,24,0.2847,0,66196.56,0.8269856008732506,4.595915270493249,4.599634361255895,0.5092283076294488,0.20171692646991238,1402561.7,0,0.0,0,1.0
28394,84501,25786,2022-01-24,2022-01-31,0,0,11,0,,39,-974,female,single,bachelor,turkistan,urban,dormitory,1,1,near_prime,0,1,1,oil_and_gas,installment_loan,mobile_app,,android_app,154293.29,12,wedding,1,0,0,turkistan,,cpa_network,CMP_55942,706.0,4,0,0,0,0,10,1,1.0,398081.64,885982.39,0.2912,32.0,0,0,informal_salaried,oil_and_gas,69,113,132549.24,135263.11,18747.59,55,1,9.0,0.2387,0.3339,28.83,0,0,0,passed,0,0,161668.18,12,0.1714,14755.65,842.04,0.0,14.25,100.5,4.73,41.61,103.76,0,837,0.012,A,policy_v1_growth,162007.95,12,0.1714,0,-2713.87,1.0204744289744703,1.1406900965089446,1.1952126488885255,2.9430170576441723,0.4493110071860458,149774.58,0,0.0,0,1.0
39915,25060,36166,2022-01-24,2022-01-30,0,0,11,0,,37,40,female,single,vocational,kostanay,semi_urban,rented,1,1,thin_file,0,1,1,logistics,credit_line,mobile_app,,ios_app,579994.49,12,home_repair,0,0,0,kostanay,ios,direct,,634.0,2,0,1,0,0,48,0,2.0,238898.42,207260.49,0.5033,23.0,1,0,self_employed,public_sector,25,63,120931.5,92982.3,0.0,43,1,8.0,0.6625,0.2621,64.46,0,0,0,passed,0,1,356887.56,12,0.3019,34825.31,7787.92,0.0,14.25,100.5,4.73,41.61,103.76,0,649,0.07295,C,policy_v1_growth,373456.13,12,0.3019,3,27949.2,0.7688840376576822,6.237687065172619,3.8382311472183415,2.569289208806407,1.1526481482312427,331485.69,0,0.0,0,1.0
53785,56630,48519,2022-01-24,2022-01-29,0,0,16,0,,44,-246,female,married,vocational,almaty,urban,rented,2,1,good_repeat,0,1,1,agriculture,installment_loan,partner_pos,BR_060,,132584.05,18,other,0,0,0,almaty,android,,,751.0,1,7,0,0,0,1,0,1.0,170911.43,1127617.68,0.1349,69.0,0,0,formal_salaried,manufacturing,25,53,153944.91,130665.31,0.0,80,1,6.0,0.129,0.3479,19.49,0,0,0,not_required,0,0,136979.76,18,0.2023,8886.4,2953.18,0.0,14.25,100.5,4.73,41.61,103.76,0,905,0.012,A,policy_v1_growth,139213.25,18,0.2023,0,23279.6,0.8487796705977483,1.0146843871567748,1.048325374194574,1.3080092183610172,0.15156859725718383,130989.75,0,0.0,0,1.0
65895,14479,59819,2022-01-24,2022-01-26,0,0,16,0,,29,249,female,single,other,turkistan,metro,owned,0,1,salaried,0,1,1,,cash_loan,branch,BR_048,,803425.56,9,consumer_purchase,0,0,0,turkistan,,,,721.0,4,3,0,0,0,0,0,2.0,120759.29,856991.92,0.0305,85.0,0,0,formal_salaried,logistics,49,125,225329.53,214364.48,53470.53,71,1,12.0,0.3894,0.4242,35.43,0,0,0,manual_review,0,0,804793.06,9,0.2859,100407.95,9182.27,8016.48,14.25,100.5,4.73,41.61,103.76,0,798,0.0131,A,policy_v1_growth,843596.84,9,0.2859,0,10965.05,0.9513377141469207,3.747941636599496,3.754320958397585,0.5633362859369239,0.14091065175970388,726346.76,0,0.0,0,1.0
88098,83266,80051,2022-01-24,2022-01-26,0,1,20,35,,41,-453,female,married,vocational,almaty,rural,owned,4,1,salaried,0,1,0,it_services,cash_loan,mobile_app,,ios_app,617433.78,18,consumer_purchase,0,0,1,almaty,android,seo,CMP_97875,746.0,1,2,0,0,0,4,1,2.0,923177.55,1154252.24,0.7623,21.0,0,0,pensioner,,39,54,160091.99,134841.61,6108.6,67,1,12.0,0.6179,0.5598,42.04,0,0,0,not_required,0,0,632984.29,18,0.278,43405.99,19228.12,0.0,14.25,100.5,4.73,41.61,103.76,0,732,0.03121,B,policy_v1_growth,648305.47,18,0.278,1,25250.38,0.8422758065534697,4.578955857913592,4.694280126142071,6.846384806589005,0.799805725306628,608360.03,3,22802.31,1,0.962518395562575
4558,122535,4164,2022-01-24,2022-01-27,0,0,13,0,,50,-521,male,single,vocational,shymkent,urban,family_owned,0,1,new_to_credit,0,1,1,logistics,cash_loan,mobile_app,,android_app,624660.98,6,consumer_purchase,0,0,0,shymkent,android,cpa_network,CMP_96423,621.0,1,0,0,0,0,12,0,2.0,,,,,1,0,pensioner,,28,34,122212.89,107718.11,8310.68,65,1,12.0,0.9237,0.3539,26.35,0,0,0,passed,0,0,598733.77,6,0.2814,108137.29,20471.8,0.0,14.25,100.5,4.73,41.61,103.76,0,707,0.05608,B,policy_v1_growth,609757.28,6,0.2814,2,14494.78,0.881397289598503,5.799033978594686,5.558338983110639,,,528233.45,0,0.0,0,1.0
8688,133313,7898,2022-01-24,2022-01-26,0,0,25,0,,30,294,unknown,single,bachelor,almaty,metro,owned,1,1,new_to_credit,0,1,1,agriculture,credit_line,partner_pos,BR_032,,191454.58,18,electronics,0,0,0,almaty,android,,,,1,1,1,1,0,68,1,,120562.14,219429.39,0.3459,22.0,1,0,self_employed,retail,13,57,84789.83,74065.97,0.0,51,1,11.0,0.234,0.4142,35.99,0,0,0,passed,0,0,165891.95,18,0.2993,11551.89,5848.93,0.0,14.25,100.5,4.73,41.61,103.76,0,726,0.02243,B,policy_v1_growth,168589.25,18,0.2993,2,10723.86,0.8735242186474487,2.584919633132463,2.239786368827682,1.6277669758459925,0.5494347862881996,157582.38,1,0.0,0,1.0
16233,24690,14815,2022-01-24,2022-01-29,0,0,16,0,,41,-308,female,single,bachelor,east_kz,semi_urban,dormitory,0,1,good_repeat,0,1,1,education,cash_loan,branch,BR_018,,516209.42,12,medical,0,0,0,east_kz,,,,736.0,2,3,0,0,0,5,0,1.0,269431.75,790473.79,0.1721,63.0,0,0,self_employed,it_services,28,35,177668.41,129045.63,0.0,39,1,9.0,0.4493,0.3553,34.06,0,0,0,passed,0,0,526542.36,9,0.2747,65403.0,19608.57,12513.18,14.25,100.5,4.73,41.61,103.76,0,781,0.01652,A,policy_v1_growth,542019.89,9,0.2747,0,48622.78,0.7263285015045725,4.000208453397454,4.080280440337266,2.0878796903079944,0.34084842964875534,476289.37,0,0.0,0,1.0
25536,49837,23212,2022-01-24,2022-01-30,0,1,19,52,,29,-1097,female,married,secondary,west_kz,metro,dormitory,2,1,good_repeat,0,1,1,hospitality,credit_line,branch,BR_036,,477137.62,18,working_capital,0,0,0,west_kz,,,,719.0,3,0,0,0,1,152,0,2.0,534436.55,1145251.66,0.3724,41.0,0,0,formal_salaried,telecom,61,96,157927.25,149442.72,0.0,68,1,9.0,0.3761,0.5034,36.28,0,0,0,not_required,0,0,482960.86,12,0.2887,46814.43,5876.41,0.0,14.25,100.5,4.73,41.61,103.76,0,770,0.0167,A,policy_v1_growth,500994.5,12,0.2887,0,8484.53,0.9462757060608603,3.1927792802486463,3.231745648098482,3.5761966190122876,0.4666542461069212,444136.6,10,48123.2,1,0.8916477498139086
41016,29591,37163,2022-01-24,2022-01-31,0,0,18,0,,27,-994,male,single,vocational,zhambyl,urban,owned,0,0,salaried,0,1,1,retail,cash_loan,branch,BR_011,,458142.98,36,consumer_purchase,0,0,0,zhambyl,,,,668.0,2,3,0,0,0,14,1,3.0,408992.89,800166.65,0.3632,42.0,0,0,formal_salaried,finance,31,37,195900.09,202634.15,6220.3,71,1,10.0,0.1718,0.2943,32.88,0,0,0,not_required,0,0,477856.74,33,0.2639,20516.91,17463.81,0.0,14.25,100.5,4.73,41.61,103.76,0,829,0.012,A,policy_v1_growth,481050.13,33,0.2639,0,-6734.06,1.0343749714459038,2.260936668375,2.3582241196757803,2.018380860284409,0.5111346367659787,468136.37,0,0.0,0,1.0
44022,60997,39810,2022-01-24,2022-01-26,0,0,12,0,,32,12,male,single,secondary,karaganda,rural,owned,1,1,thin_file,0,1,0,it_services,cash_loan,partner_pos,BR_035,,345092.53,18,debt_consolidation,0,0,1,karaganda,android,,,595.0,0,0,0,0,0,7,2,4.0,52535.75,78583.69,0.6685,0.0,1,0,contractor,healthcare,15,31,147264.75,132352.87,0.0,57,1,12.0,0.1669,0.2982,58.61,0,0,0,passed,0,0,353873.71,15,0.2704,28065.06,10549.56,0.0,14.25,100.5,4.73,41.61,103.76,0,760,0.01407,A,policy_v1_growth,362347.16,15,0.2704,2,14911.88,0.8987410089651461,2.6073671844063524,2.6737139134194825,0.39693699124167087,0.6685324906478686,335574.32,0,0.0,0,1.0
48665,142628,43939,2022-01-24,2022-01-31,0,0,14,4,,44,-76,female,single,bachelor,shymkent,rural,dormitory,1,1,thin_file,0,1,1,manufacturing,cash_loan,branch,BR_054,,249855.81,18,consumer_purchase,0,0,0,shymkent,,,,607.0,0,1,1,0,0,36,1,1.0,61890.55,106012.19,0.5838,10.0,1,0,micro_business_owner,construction,23,34,96977.97,83291.39,0.0,46,1,10.0,0.2079,0.3495,28.36,0,0,0,passed,0,0,259613.86,15,0.2814,20729.75,2974.84,0.0,14.25,100.5,4.73,41.61,103.76,0,768,0.01495,A,policy_v1_growth,262348.6,15,0.2814,2,13686.58,0.8588691844137385,2.9997795690526954,3.116935135792547,0.7430605972598128,0.5838059755203623,240472.0,2,35020.27,1,0.8543686167204498
20827,74015,18886,2022-01-24,2022-01-27,0,0,29,0,,28,105,female,single,bachelor,shymkent,metro,family_owned,1,1,good_repeat,0,1,0,oil_and_gas,cash_loan,mobile_app,,android_app,380705.32,30,other,0,0,0,shymkent,tablet,seo,,731.0,3,2,1,0,0,36,0,2.0,816526.93,1662929.4,0.379,52.0,0,0,self_employed,retail,13,19,57192.37,42468.31,2073.77,51,1,10.0,1.3281,0.3402,52.64,0,0,0,passed,0,0,289481.49,30,0.2849,13599.74,6901.0,4716.77,14.25,100.5,4.73,41.61,103.76,0,627,0.1806,C,policy_v1_growth,300092.53,30,0.2849,2,14724.06,0.7425520222365326,8.96445655595902,6.816411813891346,19.22673471112931,0.49101719531809346,281483.3,0,0.0,0,1.0
30151,29122,27385,2022-01-24,2022-01-27,0,0,14,0,,44,31,female,married,vocational,turkistan,urban,owned,0,1,salaried,0,1,1,manufacturing,cash_loan,branch,BR_003,,793937.96,18,home_repair,1,0,0,turkistan,,,,703.0,4,2,0,0,0,5,1,1.0,763991.63,967773.78,0.5274,87.0,0,0,formal_salaried,education,42,86,249086.3,217194.53,20163.54,81,1,11.0,0.3775,0.2279,50.16,1,0,0,passed,0,0,797018.53,15,0.2832,63711.26,14432.22,223.33,14.25,100.5,4.73,41.61,103.76,0,813,0.012,A,policy_v1_growth,833634.86,15,0.2832,0,31891.77,0.8719649776001329,3.6554233663251097,3.6696068266544284,3.517545446471419,0.7894320406159382,749338.91,0,0.0,0,1.0
30339,74415,27557,2022-01-24,2022-01-28,0,0,11,0,,38,-344,male,married,other,astana,rural,dormitory,2,1,good_repeat,0,1,1,telecom,cash_loan,branch,BR_004,,517969.59,12,consumer_purchase,0,1,0,astana,,,,798.0,1,2,1,0,0,22,0,3.0,71468.03,833869.42,0.0468,32.0,0,0,formal_salaried,public_sector,43,80,207855.77,208684.74,0.0,69,1,11.0,0.2259,0.4118,40.37,0,0,0,passed,0,0,542956.15,12,0.2885,52624.57,21018.26,4536.57,14.25,100.5,4.73,41.61,103.76,0,847,0.012,A,policy_v1_growth,543868.07,12,0.2885,1,-828.97,1.0039881981626009,2.4820673998491696,2.6018009270826417,0.34246888392510155,0.08570650066529602,497726.07,0,0.0,0,1.0
42124,38765,38148,2022-01-24,2022-01-26,0,0,11,0,,20,-978,female,married,bachelor,shymkent,urban,rented,2,1,risky_repeat,0,1,1,manufacturing,cash_loan,branch,BR_040,,487285.81,30,working_capital,0,0,0,shymkent,,,,483.0,1,3,0,1,0,88,1,3.0,111391.91,166922.02,0.7068,25.0,0,0,informal_salaried,construction,7,82,295063.81,285532.56,0.0,53,1,7.0,0.0786,0.4511,75.1,0,0,0,passed,0,0,401746.11,30,0.2935,19056.12,4019.96,0.0,14.25,100.5,4.73,41.61,103.76,0,665,0.02931,C,policy_v1_growth,413812.66,30,0.2935,0,9531.25,0.9676976651253842,1.7065857918270337,1.4070062972853254,0.3901198168082827,0.6673290318437316,390260.7,0,0.0,0,1.0
51629,69414,46503,2022-01-24,2022-01-25,0,0,15,13,,46,-784,female,married,bachelor,aktobe,rural,family_owned,0,1,near_prime,0,1,1,telecom,credit_line,branch,BR_051,,202127.55,24,travel,0,0,0,aktobe,,,,641.0,0,3,0,0,0,3,2,3.0,132017.33,446387.16,0.2957,29.0,0,0,formal_salaried,telecom,47,70,148584.71,125650.38,0.0,70,1,11.0,0.1254,0.1919,25.23,0,0,0,passed,0,0,209575.32,24,0.3023,11742.77,4889.73,1025.82,14.25,100.5,4.73,41.61,103.76,0,796,0.012,A,policy_v1_growth,212233.93,24,0.3023,0,22934.33,0.8456481154756771,1.6086505269621947,1.6679242832373449,1.0506719518078655,0.29574625309563113,206102.88,2,0.0,1,1.0
65540,74187,59497,2022-01-24,2022-01-25,0,0,22,0,,19,-786,male,married,vocational,aktobe,urban,rented,2,1,self_employed,0,1,1,it_services,credit_line,branch,BR_039,,1455436.85,18,consumer_purchase,0,0,0,aktobe,,,,714.0,0,3,2,0,0,27,0,1.0,51461.47,544485.19,0.0945,8.0,0,0,pensioner,,69,97,386591.65,401015.42,37906.27,68,1,12.0,0.1976,0.3594,36.35,0,0,0,passed,0,0,1527977.96,18,0.3298,108746.95,54937.16,0.0,14.25,100.5,4.73,41.61,103.76,0,788,0.01331,A,policy_v1_growth,1528208.69,18,0.3298,1,-14423.77,1.0373100919277487,3.6293787655347516,3.810272333168635,0.12832790818866766,0.0945139940353566,1455958.95,0,0.0,0,1.0
71007,63884,64421,2022-01-24,2022-01-27,0,0,18,18,,53,49,female,single,vocational,astana,metro,rented,3,1,new_to_credit,1,1,1,retail,cash_loan,mobile_app,,android_app,329849.46,18,working_capital,0,1,0,astana,android,direct,CMP_49187,590.0,0,0,0,1,0,65,1,3.0,67646.75,354295.15,0.1909,0.0,1,0,informal_salaried,agriculture,5,52,132141.06,116669.58,0.0,51,1,7.0,0.1893,0.4097,35.23,1,0,0,passed,0,0,334054.71,15,0.2625,26364.05,6908.4,0.0,14.25,100.5,4.73,41.61,103.76,0,742,0.017,B,policy_v1_growth,346341.93,15,0.2625,1,15471.48,0.8829169374000784,2.8272104862295726,2.8632545861569056,0.5798148069102503,0.19093332211857825,320997.75,3,8857.36,1,0.9724067847827593
86563,61636,78603,2022-01-24,2022-01-26,0,1,18,42,,23,-315,female,single,master,shymkent,metro,rented,0,0,salaried,1,1,1,retail,installment_loan,partner_pos,BR_010,,385472.09,12,consumer_purchase,0,0,0,shymkent,desktop,,,752.0,3,7,0,0,0,10,0,0.0,105642.83,908223.96,0.1762,81.0,0,0,formal_salaried,retail,51,80,218458.14,187244.06,0.0,67,1,12.0,0.2029,0.3742,53.76,0,0,0,passed,0,0,393016.49,12,0.1729,35899.08,7059.13,3044.8,14.25,100.5,4.73,41.61,103.76,0,876,0.012,A,policy_v1_growth,404745.69,12,0.1729,0,31214.08,0.8571164251421348,2.0586612467172523,2.0989530455598966,0.5641985652308543,0.1163180389999841,367153.95,3,31806.38,0,0.9133704540016524
89855,103321,81696,2022-01-24,2022-01-25,0,0,11,0,,37,328,female,single,vocational,karaganda,semi_urban,rented,0,1,self_employed,0,1,1,it_services,cash_loan,branch,BR_012,,670961.72,12,debt_consolidation,0,0,0,karaganda,,,,716.0,2,0,0,0,0,2,2,2.0,222598.56,600907.54,0.0687,32.0,0,0,formal_salaried,oil_and_gas,38,68,129470.2,,0.0,54,1,,0.5991,0.3404,12.4,0,0,0,not_required,0,0,703616.38,12,0.2698,67552.55,8476.36,0.0,14.25,100.5,4.73,41.61,103.76,0,792,0.01794,A,policy_v1_growth,704509.81,12,0.2698,1,,,,,,0.37043728890471234,647535.3,0,0.0,0,1.0
9037,113335,8213,2022-01-25,2022-02-01,0,0,19,0,,28,12,male,married,secondary,almaty,rural,family_owned,2,1,salaried,1,0,1,oil_and_gas,cash_loan,mobile_app,,android_app,797720.93,12,debt_consolidation,0,1,1,almaty,desktop,direct,CMP_05163,721.0,4,4,1,0,0,22,2,2.0,249972.81,667009.06,0.4589,65.0,0,0,informal_salaried,retail,9,15,146485.77,139044.73,0.0,57,1,5.0,0.578,0.3786,34.85,1,0,0,not_required,0,0,834178.68,12,0.2945,81096.17,8774.14,0.0,14.25,100.5,4.73,41.61,103.76,0,749,0.02786,A,policy_v1_growth,837606.98,12,0.2945,2,7441.04,0.9492029840168092,5.737153288729462,5.99935488385644,1.7977870142938894,0.3747667385507477,762279.0,0,0.0,0,1.0
56774,822,51414,2022-01-25,2022-01-30,0,0,11,5,,38,6,female,single,bachelor,turkistan,metro,rented,0,1,self_employed,0,1,0,logistics,cash_loan,mobile_app,,ios_app,742804.6,30,electronics,1,0,1,turkistan,ios,cpa_network,,614.0,4,1,0,0,0,13,1,2.0,292109.0,312185.03,0.4165,44.0,0,0,unemployed,,14,66,256096.74,257081.36,0.0,56,1,9.0,0.1594,0.2747,44.25,0,0,0,passed,0,0,778873.67,27,0.2871,39492.81,21552.13,0.0,14.25,100.5,4.73,41.61,103.76,0,771,0.01259,A,policy_v1_growth,779944.83,27,0.2871,0,-984.62,1.0038447189917372,2.889375565774197,3.0296777253706764,1.1362511852278983,0.9356918875962759,758372.58,1,0.0,1,1.0
66495,119341,60358,2022-01-25,2022-01-26,0,0,20,0,,27,-1103,female,single,vocational,turkistan,urban,owned,2,1,new_to_credit,0,1,1,oil_and_gas,cash_loan,mobile_app,,ios_app,1128135.31,24,medical,0,0,0,turkistan,android,seo,CMP_20884,684.0,0,0,1,0,0,33,2,2.0,79240.49,161130.0,0.4918,0.0,1,0,self_employed,finance,20,43,364834.4,251025.53,0.0,42,1,7.0,0.2048,0.467,38.19,0,0,0,not_required,0,0,1172471.23,21,0.2733,70865.32,43107.14,0.0,14.25,100.5,4.73,41.61,103.76,0,743,0.01854,B,policy_v1_growth,1184542.08,21,0.2733,2,113808.87,0.6880533469431611,4.494105878394122,4.670725045376859,0.3156670558568286,0.49177986718798483,1125740.33,0,0.0,0,1.0
82624,136232,75038,2022-01-25,2022-01-28,0,0,14,0,,16,-1052,male,married,vocational,aktobe,metro,rented,2,1,salaried,0,1,1,retail,cash_loan,mobile_app,,android_app,1398235.25,30,electronics,0,0,0,aktobe,tablet,social,,739.0,3,1,0,0,0,10,0,0.0,400467.26,616307.89,0.3783,11.0,0,0,formal_salaried,oil_and_gas,23,36,255164.72,243701.38,0.0,75,1,11.0,0.2825,0.3978,32.26,0,0,0,not_required,0,0,1420761.95,30,0.2768,66142.97,31690.62,0.0,14.25,100.5,4.73,41.61,103.76,0,868,0.012,A,policy_v1_growth,1468147.01,30,0.2768,0,11463.34,0.9550747454428653,5.737494182429332,5.829929851033261,1.643270382793893,0.6497844121385498,1394948.11,0,0.0,0,1.0
